,p1_type1,p2_type1,winner,nbrContre,probWinParType
43694,Fire,Grass,1,547.0,0.7038391224862889
43695,Electric,Grass,1,459.0,0.6666666666666666
43696,Normal,Water,0,1702.0,0.6057579318448884
43697,Fairy,Electric,0,132.0,0.18181818181818182
43698,Rock,Bug,0,487.0,0.5420944558521561
43699,Flying,Dark,1,23.0,0.7391304347826086
43700,Psychic,Grass,1,632.0,0.6265822784810127
43701,Fighting,Water,1,472.0,0.4533898305084746
43702,Normal,Dragon,1,479.0,0.42588726513569936
43703,Dragon,Water,1,584.0,0.7157534246575342
43704,Steel,Steel,0,73.0,1.0
43705,Ground,Fairy,1,82.0,0.7073170731707317
43706,Dark,Bug,1,309.0,0.6375404530744336
43707,Fire,Poison,1,225.0,0.6711111111111111
43708,Ice,Psychic,0,224.0,0.375
43709,Ice,Normal,0,365.0,0.39452054794520547
43710,Normal,Water,0,1702.0,0.6057579318448884
43711,Psychic,Psychic,0,259.0,1.0
43712,Water,Grass,0,1208.0,0.5016556291390728
43713,Water,Grass,0,1208.0,0.5016556291390728
43714,Bug,Rock,0,487.0,0.45790554414784396
43715,Normal,Fighting,1,443.0,0.5598194130925508
43716,Rock,Water,1,759.0,0.40974967061923584
43717,Grass,Water,1,1208.0,0.49834437086092714
43718,Water,Psychic,1,1086.0,0.3839779005524862
43719,Electric,Water,1,713.0,0.6984572230014026
43720,Psychic,Electric,0,422.0,0.43364928909952605
43721,Water,Dark,1,520.0,0.3557692307692308
43722,Water,Normal,1,1702.0,0.39424206815511165
43723,Fighting,Psychic,0,236.0,0.3686440677966102
43724,Electric,Water,1,713.0,0.6984572230014026
43725,Water,Psychic,1,1086.0,0.3839779005524862
43726,Ice,Grass,1,244.0,0.5819672131147541
43727,Normal,Water,0,1702.0,0.6057579318448884
43728,Normal,Normal,0,708.0,1.0
43729,Grass,Poison,0,301.0,0.43521594684385384
43730,Grass,Dark,0,332.0,0.27710843373493976
43731,Electric,Rock,0,286.0,0.7132867132867133
43732,Bug,Electric,0,473.0,0.266384778012685
43733,Fire,Ice,1,196.0,0.6836734693877551
43734,Normal,Steel,1,422.0,0.5781990521327014
43735,Dark,Ghost,1,142.0,0.6690140845070423
43736,Ghost,Water,0,500.0,0.468
43737,Ghost,Water,1,500.0,0.468
43738,Poison,Poison,0,74.0,1.0
43739,Normal,Psychic,1,811.0,0.4525277435265105
43740,Poison,Fighting,0,133.0,0.43609022556390975
43741,Rock,Ghost,1,208.0,0.38461538461538464
43742,Bug,Rock,1,487.0,0.45790554414784396
43743,Water,Ice,0,445.0,0.5280898876404494
43744,Normal,Normal,1,708.0,1.0
43745,Normal,Steel,0,422.0,0.5781990521327014
43746,Steel,Normal,0,422.0,0.4218009478672986
43747,Bug,Poison,1,324.0,0.4660493827160494
43748,Psychic,Dragon,0,276.0,0.463768115942029
43749,Water,Grass,1,1208.0,0.5016556291390728
43750,Dark,Fire,1,249.0,0.5100401606425703
43751,Ground,Bug,0,335.0,0.5223880597014925
43752,Steel,Ghost,1,158.0,0.44936708860759494
43753,Water,Poison,0,518.0,0.5463320463320464
43754,Normal,Steel,1,422.0,0.5781990521327014
43755,Grass,Electric,0,459.0,0.3333333333333333
43756,Dragon,Dark,1,149.0,0.48322147651006714
43757,Dark,Flying,0,23.0,0.2608695652173913
43758,Rock,Fire,1,358.0,0.39664804469273746
43759,Normal,Rock,1,682.0,0.6055718475073314
43760,Psychic,Bug,1,646.0,0.5758513931888545
43761,Grass,Grass,1,354.0,1.0
43762,Grass,Normal,1,984.0,0.39939024390243905
43763,Ghost,Steel,0,158.0,0.5506329113924051
43764,Bug,Psychic,1,646.0,0.4241486068111455
43765,Fighting,Ground,1,124.0,0.49193548387096775
43766,Steel,Normal,1,422.0,0.4218009478672986
43767,Ground,Fairy,1,82.0,0.7073170731707317
43768,Normal,Normal,1,708.0,1.0
43769,Grass,Rock,1,482.0,0.5684647302904564
43770,Ground,Grass,1,318.0,0.5094339622641509
43771,Rock,Water,1,759.0,0.40974967061923584
43772,Psychic,Normal,1,811.0,0.5474722564734895
43773,Psychic,Normal,0,811.0,0.5474722564734895
43774,Rock,Dark,0,246.0,0.26422764227642276
43775,Electric,Water,1,713.0,0.6984572230014026
43776,Ghost,Dragon,1,153.0,0.3137254901960784
43777,Grass,Grass,1,354.0,1.0
43778,Bug,Grass,1,764.0,0.518324607329843
43779,Normal,Normal,1,708.0,1.0
43780,Dragon,Poison,1,173.0,0.6878612716763006
43781,Ice,Bug,1,295.0,0.511864406779661
43782,Poison,Ghost,1,145.0,0.42758620689655175
43783,Grass,Ghost,0,351.0,0.5071225071225072
43784,Dragon,Fairy,0,84.0,0.10714285714285714
43785,Dark,Steel,0,153.0,0.673202614379085
43786,Fire,Grass,1,547.0,0.7038391224862889
43787,Ghost,Bug,1,356.0,0.5449438202247191
43788,Poison,Rock,0,194.0,0.6082474226804123
43789,Normal,Psychic,1,811.0,0.4525277435265105
43790,Rock,Flying,0,24.0,0.3333333333333333
43791,Water,Bug,1,1204.0,0.5390365448504983
43792,Water,Ice,0,445.0,0.5280898876404494
43793,Grass,Normal,0,984.0,0.39939024390243905
43794,Rock,Fire,0,358.0,0.39664804469273746
43795,Rock,Bug,1,487.0,0.5420944558521561
43796,Bug,Bug,1,386.0,1.0
43797,Normal,Ghost,0,484.0,0.493801652892562
43798,Rock,Bug,1,487.0,0.5420944558521561
43799,Ghost,Poison,0,145.0,0.5724137931034483
43800,Dragon,Grass,0,313.0,0.6900958466453674
43801,Bug,Normal,1,1066.0,0.38649155722326456
43802,Bug,Water,1,1204.0,0.46096345514950166
43803,Steel,Electric,0,211.0,0.2890995260663507
43804,Ghost,Normal,0,484.0,0.506198347107438
43805,Normal,Water,1,1702.0,0.6057579318448884
43806,Bug,Water,0,1204.0,0.46096345514950166
43807,Normal,Flying,0,61.0,0.2786885245901639
43808,Grass,Rock,1,482.0,0.5684647302904564
43809,Bug,Water,1,1204.0,0.46096345514950166
43810,Steel,Grass,0,274.0,0.49635036496350365
43811,Fighting,Ghost,0,131.0,0.13740458015267176
43812,Ground,Electric,0,218.0,0.9036697247706422
43813,Water,Ice,1,445.0,0.5280898876404494
43814,Normal,Grass,0,984.0,0.600609756097561
43815,Rock,Dragon,0,260.0,0.25384615384615383
43816,Grass,Psychic,0,632.0,0.37341772151898733
43817,Bug,Bug,0,386.0,1.0
43818,Ghost,Psychic,1,289.0,0.44982698961937717
43819,Fire,Ground,1,266.0,0.518796992481203
43820,Water,Ghost,0,500.0,0.532
43821,Bug,Water,0,1204.0,0.46096345514950166
43822,Ground,Ground,0,72.0,1.0
43823,Water,Dragon,1,584.0,0.2842465753424658
43824,Dark,Ghost,1,142.0,0.6690140845070423
43825,Grass,Dark,0,332.0,0.27710843373493976
43826,Dark,Poison,1,125.0,0.664
43827,Water,Poison,0,518.0,0.5463320463320464
43828,Bug,Psychic,0,646.0,0.4241486068111455
43829,Steel,Water,0,497.0,0.3822937625754527
43830,Water,Bug,0,1204.0,0.5390365448504983
43831,Psychic,Normal,1,811.0,0.5474722564734895
43832,Water,Poison,0,518.0,0.5463320463320464
43833,Water,Electric,0,713.0,0.3015427769985975
43834,Steel,Normal,1,422.0,0.4218009478672986
43835,Poison,Psychic,1,270.0,0.3888888888888889
43836,Normal,Ghost,0,484.0,0.493801652892562
43837,Dark,Normal,0,495.0,0.5474747474747474
43838,Fire,Ghost,1,244.0,0.6434426229508197
43839,Psychic,Bug,0,646.0,0.5758513931888545
43840,Poison,Water,1,518.0,0.45366795366795365
43841,Steel,Psychic,0,279.0,0.44802867383512546
43842,Water,Rock,1,759.0,0.5902503293807642
43843,Psychic,Water,1,1086.0,0.6160220994475138
43844,Ice,Dragon,1,116.0,0.3103448275862069
43845,Grass,Steel,0,274.0,0.5036496350364964
43846,Water,Poison,0,518.0,0.5463320463320464
43847,Rock,Grass,0,482.0,0.4315352697095436
43848,Grass,Grass,0,354.0,1.0
43849,Water,Flying,0,68.0,0.23529411764705882
43850,Bug,Ground,1,335.0,0.47761194029850745
43851,Fairy,Grass,0,203.0,0.29064039408866993
43852,Psychic,Fighting,1,236.0,0.6313559322033898
43853,Steel,Bug,0,289.0,0.5294117647058824
43854,Bug,Grass,0,764.0,0.518324607329843
43855,Grass,Grass,0,354.0,1.0
43856,Water,Ground,1,571.0,0.46935201401050786
43857,Water,Bug,0,1204.0,0.5390365448504983
43858,Grass,Normal,0,984.0,0.39939024390243905
43859,Bug,Electric,0,473.0,0.266384778012685
43860,Psychic,Grass,1,632.0,0.6265822784810127
43861,Dark,Electric,0,210.0,0.44761904761904764
43862,Ghost,Normal,0,484.0,0.506198347107438
43863,Electric,Normal,1,676.0,0.6183431952662722
43864,Dark,Water,1,520.0,0.6442307692307693
43865,Rock,Water,0,759.0,0.40974967061923584
43866,Steel,Rock,0,179.0,0.5195530726256983
43867,Water,Fairy,0,321.0,0.6884735202492211
43868,Poison,Rock,1,194.0,0.6082474226804123
43869,Water,Fire,0,931.0,0.41568206229860366
43870,Fairy,Electric,1,132.0,0.18181818181818182
43871,Dark,Electric,1,210.0,0.44761904761904764
43872,Normal,Electric,1,676.0,0.3816568047337278
43873,Fire,Ghost,1,244.0,0.6434426229508197
43874,Ice,Grass,1,244.0,0.5819672131147541
43875,Ice,Ground,0,122.0,0.5163934426229508
43876,Electric,Grass,1,459.0,0.6666666666666666
43877,Normal,Water,0,1702.0,0.6057579318448884
43878,Electric,Electric,0,134.0,1.0
43879,Water,Water,1,971.0,1.0
43880,Ghost,Water,0,500.0,0.468
43881,Electric,Bug,0,473.0,0.733615221987315
43882,Poison,Water,0,518.0,0.45366795366795365
43883,Water,Electric,0,713.0,0.3015427769985975
43884,Electric,Dragon,0,178.0,0.4550561797752809
43885,Ghost,Fighting,1,131.0,0.8625954198473282
43886,Normal,Dragon,0,479.0,0.42588726513569936
43887,Bug,Electric,0,473.0,0.266384778012685
43888,Normal,Bug,1,1066.0,0.6135084427767354
43889,Rock,Electric,0,286.0,0.2867132867132867
43890,Dragon,Dragon,1,75.0,1.0
43891,Rock,Grass,0,482.0,0.4315352697095436
43892,Water,Ground,1,571.0,0.46935201401050786
43893,Rock,Poison,0,194.0,0.3917525773195876
43894,Fire,Normal,1,861.0,0.5412311265969802
43895,Bug,Normal,1,1066.0,0.38649155722326456
43896,Ghost,Normal,0,484.0,0.506198347107438
43897,Fire,Water,0,931.0,0.5843179377013964
43898,Fighting,Grass,1,270.0,0.562962962962963
43899,Fire,Grass,1,547.0,0.7038391224862889
43900,Steel,Ghost,0,158.0,0.44936708860759494
43901,Normal,Normal,1,708.0,1.0
43902,Grass,Bug,1,764.0,0.4816753926701571
43903,Normal,Psychic,0,811.0,0.4525277435265105
43904,Water,Normal,0,1702.0,0.39424206815511165
43905,Psychic,Rock,1,445.0,0.6292134831460674
43906,Psychic,Dragon,1,276.0,0.463768115942029
43907,Ground,Grass,1,318.0,0.5094339622641509
43908,Bug,Water,0,1204.0,0.46096345514950166
43909,Water,Ghost,0,500.0,0.532
43910,Electric,Fairy,1,132.0,0.8181818181818182
43911,Psychic,Psychic,1,259.0,1.0
43912,Fire,Grass,0,547.0,0.7038391224862889
43913,Dragon,Bug,1,342.0,0.716374269005848
43914,Fighting,Steel,0,116.0,0.603448275862069
43915,Ground,Bug,1,335.0,0.5223880597014925
43916,Dragon,Psychic,1,276.0,0.5362318840579711
43917,Grass,Normal,1,984.0,0.39939024390243905
43918,Poison,Steel,0,120.0,0.24166666666666667
43919,Ground,Water,0,571.0,0.5306479859894921
43920,Poison,Rock,1,194.0,0.6082474226804123
43921,Steel,Normal,1,422.0,0.4218009478672986
43922,Normal,Water,1,1702.0,0.6057579318448884
43923,Fire,Water,0,931.0,0.5843179377013964
43924,Normal,Ground,1,472.0,0.510593220338983
43925,Rock,Psychic,0,445.0,0.3707865168539326
43926,Water,Fire,0,931.0,0.41568206229860366
43927,Electric,Fighting,0,179.0,0.6871508379888268
43928,Water,Fighting,1,472.0,0.5466101694915254
43929,Grass,Ghost,1,351.0,0.5071225071225072
43930,Normal,Fighting,0,443.0,0.5598194130925508
43931,Water,Grass,0,1208.0,0.5016556291390728
43932,Normal,Psychic,1,811.0,0.4525277435265105
43933,Water,Normal,0,1702.0,0.39424206815511165
43934,Poison,Normal,1,432.0,0.3611111111111111
43935,Grass,Fire,0,547.0,0.2961608775137112
43936,Normal,Grass,0,984.0,0.600609756097561
43937,Bug,Electric,0,473.0,0.266384778012685
43938,Normal,Normal,1,708.0,1.0
43939,Fire,Ghost,1,244.0,0.6434426229508197
43940,Bug,Poison,0,324.0,0.4660493827160494
43941,Grass,Ghost,1,351.0,0.5071225071225072
43942,Psychic,Grass,0,632.0,0.6265822784810127
43943,Fire,Rock,0,358.0,0.6033519553072626
43944,Fire,Normal,1,861.0,0.5412311265969802
43945,Psychic,Water,1,1086.0,0.6160220994475138
43946,Normal,Grass,1,984.0,0.600609756097561
43947,Psychic,Dragon,0,276.0,0.463768115942029
43948,Psychic,Rock,1,445.0,0.6292134831460674
43949,Bug,Fire,0,599.0,0.330550918196995
43950,Normal,Fighting,1,443.0,0.5598194130925508
43951,Fairy,Bug,1,190.0,0.3894736842105263
43952,Ice,Normal,0,365.0,0.39452054794520547
43953,Fire,Dark,1,249.0,0.4899598393574297
43954,Grass,Normal,1,984.0,0.39939024390243905
43955,Fire,Electric,0,327.0,0.40061162079510704
43956,Water,Water,0,971.0,1.0
43957,Water,Water,1,971.0,1.0
43958,Normal,Psychic,1,811.0,0.4525277435265105
43959,Bug,Rock,0,487.0,0.45790554414784396
43960,Fire,Water,0,931.0,0.5843179377013964
43961,Grass,Grass,1,354.0,1.0
43962,Water,Rock,0,759.0,0.5902503293807642
43963,Bug,Water,1,1204.0,0.46096345514950166
43964,Rock,Water,1,759.0,0.40974967061923584
43965,Steel,Bug,0,289.0,0.5294117647058824
43966,Dark,Fire,1,249.0,0.5100401606425703
43967,Water,Steel,0,497.0,0.6177062374245473
43968,Fire,Bug,1,599.0,0.669449081803005
43969,Rock,Electric,0,286.0,0.2867132867132867
43970,Grass,Grass,1,354.0,1.0
43971,Fighting,Electric,0,179.0,0.3128491620111732
43972,Poison,Ice,0,99.0,0.5050505050505051
43973,Rock,Grass,1,482.0,0.4315352697095436
43974,Normal,Electric,0,676.0,0.3816568047337278
43975,Psychic,Grass,0,632.0,0.6265822784810127
43976,Normal,Water,0,1702.0,0.6057579318448884
43977,Water,Fairy,1,321.0,0.6884735202492211
43978,Water,Bug,0,1204.0,0.5390365448504983
43979,Poison,Normal,0,432.0,0.3611111111111111
43980,Fire,Normal,0,861.0,0.5412311265969802
43981,Rock,Psychic,0,445.0,0.3707865168539326
43982,Grass,Bug,1,764.0,0.4816753926701571
43983,Water,Ice,1,445.0,0.5280898876404494
43984,Water,Normal,0,1702.0,0.39424206815511165
43985,Bug,Normal,1,1066.0,0.38649155722326456
43986,Water,Dragon,1,584.0,0.2842465753424658
43987,Electric,Ghost,1,214.0,0.7616822429906542
43988,Bug,Normal,0,1066.0,0.38649155722326456
43989,Bug,Fire,1,599.0,0.330550918196995
43990,Water,Water,0,971.0,1.0
43991,Ground,Grass,1,318.0,0.5094339622641509
43992,Fire,Normal,1,861.0,0.5412311265969802
43993,Fighting,Steel,1,116.0,0.603448275862069
43994,Bug,Grass,0,764.0,0.518324607329843
43995,Psychic,Rock,0,445.0,0.6292134831460674
43996,Fighting,Normal,1,443.0,0.4401805869074492
43997,Steel,Grass,0,274.0,0.49635036496350365
43998,Water,Dark,0,520.0,0.3557692307692308
43999,Ground,Grass,1,318.0,0.5094339622641509
44000,Rock,Normal,0,682.0,0.3944281524926686
44001,Psychic,Poison,0,270.0,0.6111111111111112
44002,Rock,Ice,0,182.0,0.510989010989011
44003,Grass,Fire,0,547.0,0.2961608775137112
44004,Dragon,Fire,0,252.0,0.5674603174603174
44005,Rock,Psychic,0,445.0,0.3707865168539326
44006,Fire,Bug,1,599.0,0.669449081803005
44007,Normal,Electric,0,676.0,0.3816568047337278
44008,Dragon,Ghost,1,153.0,0.6862745098039216
44009,Water,Electric,0,713.0,0.3015427769985975
44010,Electric,Ground,0,218.0,0.0963302752293578
44011,Water,Bug,1,1204.0,0.5390365448504983
44012,Rock,Ground,1,229.0,0.35807860262008734
44013,Normal,Water,0,1702.0,0.6057579318448884
44014,Normal,Water,0,1702.0,0.6057579318448884
44015,Water,Psychic,0,1086.0,0.3839779005524862
44016,Water,Fairy,1,321.0,0.6884735202492211
44017,Psychic,Grass,1,632.0,0.6265822784810127
44018,Dark,Water,1,520.0,0.6442307692307693
44019,Rock,Dark,0,246.0,0.26422764227642276
44020,Water,Rock,0,759.0,0.5902503293807642
44021,Normal,Dragon,0,479.0,0.42588726513569936
44022,Poison,Normal,1,432.0,0.3611111111111111
44023,Bug,Grass,0,764.0,0.518324607329843
44024,Grass,Rock,0,482.0,0.5684647302904564
44025,Steel,Fire,0,232.0,0.3146551724137931
44026,Rock,Water,0,759.0,0.40974967061923584
44027,Normal,Psychic,0,811.0,0.4525277435265105
44028,Normal,Bug,0,1066.0,0.6135084427767354
44029,Grass,Normal,0,984.0,0.39939024390243905
44030,Rock,Normal,0,682.0,0.3944281524926686
44031,Normal,Poison,1,432.0,0.6388888888888888
44032,Fire,Normal,0,861.0,0.5412311265969802
44033,Dragon,Grass,1,313.0,0.6900958466453674
44034,Water,Electric,0,713.0,0.3015427769985975
44035,Water,Water,1,971.0,1.0
44036,Ground,Ground,0,72.0,1.0
44037,Ice,Rock,0,182.0,0.489010989010989
44038,Normal,Fighting,1,443.0,0.5598194130925508
44039,Electric,Bug,1,473.0,0.733615221987315
44040,Ground,Poison,1,149.0,0.6174496644295302
44041,Water,Fire,0,931.0,0.41568206229860366
44042,Dragon,Ghost,1,153.0,0.6862745098039216
44043,Normal,Ghost,0,484.0,0.493801652892562
44044,Bug,Ghost,1,356.0,0.4550561797752809
44045,Normal,Normal,0,708.0,1.0
44046,Normal,Bug,1,1066.0,0.6135084427767354
44047,Fire,Bug,1,599.0,0.669449081803005
44048,Fire,Ghost,0,244.0,0.6434426229508197
44049,Normal,Water,1,1702.0,0.6057579318448884
44050,Water,Bug,1,1204.0,0.5390365448504983
44051,Rock,Normal,0,682.0,0.3944281524926686
44052,Normal,Steel,0,422.0,0.5781990521327014
44053,Psychic,Steel,1,279.0,0.5519713261648745
44054,Psychic,Fire,1,448.0,0.5200892857142857
44055,Electric,Bug,1,473.0,0.733615221987315
44056,Rock,Psychic,0,445.0,0.3707865168539326
44057,Steel,Water,0,497.0,0.3822937625754527
44058,Rock,Fire,0,358.0,0.39664804469273746
44059,Fire,Ghost,0,244.0,0.6434426229508197
44060,Ghost,Water,1,500.0,0.468
44061,Water,Grass,1,1208.0,0.5016556291390728
44062,Grass,Fire,0,547.0,0.2961608775137112
44063,Fairy,Normal,1,247.0,0.242914979757085
44064,Water,Psychic,1,1086.0,0.3839779005524862
44065,Normal,Normal,0,708.0,1.0
44066,Bug,Ice,0,295.0,0.488135593220339
44067,Grass,Electric,1,459.0,0.3333333333333333
44068,Ghost,Normal,0,484.0,0.506198347107438
44069,Ice,Psychic,0,224.0,0.375
44070,Grass,Water,1,1208.0,0.49834437086092714
44071,Water,Psychic,1,1086.0,0.3839779005524862
44072,Normal,Fire,1,861.0,0.45876887340301975
44073,Electric,Fire,1,327.0,0.599388379204893
44074,Bug,Psychic,0,646.0,0.4241486068111455
44075,Ghost,Water,0,500.0,0.468
44076,Dark,Ice,1,119.0,0.680672268907563
44077,Electric,Grass,1,459.0,0.6666666666666666
44078,Rock,Electric,0,286.0,0.2867132867132867
44079,Normal,Electric,1,676.0,0.3816568047337278
44080,Water,Dark,0,520.0,0.3557692307692308
44081,Fire,Psychic,1,448.0,0.4799107142857143
44082,Electric,Ground,0,218.0,0.0963302752293578
44083,Water,Bug,0,1204.0,0.5390365448504983
44084,Psychic,Electric,1,422.0,0.43364928909952605
44085,Grass,Poison,0,301.0,0.43521594684385384
44086,Dark,Bug,1,309.0,0.6375404530744336
44087,Fire,Bug,0,599.0,0.669449081803005
44088,Rock,Ice,1,182.0,0.510989010989011
44089,Psychic,Water,0,1086.0,0.6160220994475138
44090,Rock,Normal,0,682.0,0.3944281524926686
44091,Psychic,Water,0,1086.0,0.6160220994475138
44092,Psychic,Grass,1,632.0,0.6265822784810127
44093,Bug,Bug,0,386.0,1.0
44094,Ground,Fire,1,266.0,0.48120300751879697
44095,Rock,Normal,0,682.0,0.3944281524926686
44096,Steel,Grass,0,274.0,0.49635036496350365
44097,Normal,Electric,0,676.0,0.3816568047337278
44098,Dragon,Grass,1,313.0,0.6900958466453674
44099,Normal,Bug,0,1066.0,0.6135084427767354
44100,Normal,Ice,1,365.0,0.6054794520547945
44101,Water,Poison,1,518.0,0.5463320463320464
44102,Ghost,Ground,1,159.0,0.46540880503144655
44103,Psychic,Bug,1,646.0,0.5758513931888545
44104,Electric,Bug,1,473.0,0.733615221987315
44105,Steel,Psychic,0,279.0,0.44802867383512546
44106,Normal,Grass,1,984.0,0.600609756097561
44107,Ghost,Bug,0,356.0,0.5449438202247191
44108,Grass,Dragon,1,313.0,0.30990415335463256
44109,Grass,Water,0,1208.0,0.49834437086092714
44110,Steel,Psychic,0,279.0,0.44802867383512546
44111,Grass,Normal,0,984.0,0.39939024390243905
44112,Psychic,Fighting,1,236.0,0.6313559322033898
44113,Water,Ground,1,571.0,0.46935201401050786
44114,Psychic,Ground,1,274.0,0.49635036496350365
44115,Psychic,Grass,1,632.0,0.6265822784810127
44116,Psychic,Grass,1,632.0,0.6265822784810127
44117,Normal,Steel,0,422.0,0.5781990521327014
44118,Normal,Fighting,0,443.0,0.5598194130925508
44119,Water,Fighting,1,472.0,0.5466101694915254
44120,Electric,Grass,1,459.0,0.6666666666666666
44121,Psychic,Grass,0,632.0,0.6265822784810127
44122,Steel,Dark,0,153.0,0.32679738562091504
44123,Electric,Steel,1,211.0,0.7109004739336493
44124,Grass,Water,0,1208.0,0.49834437086092714
44125,Fire,Rock,1,358.0,0.6033519553072626
44126,Electric,Bug,1,473.0,0.733615221987315
44127,Dragon,Grass,0,313.0,0.6900958466453674
44128,Water,Electric,1,713.0,0.3015427769985975
44129,Bug,Rock,1,487.0,0.45790554414784396
44130,Dark,Fire,1,249.0,0.5100401606425703
44131,Electric,Water,1,713.0,0.6984572230014026
44132,Psychic,Poison,1,270.0,0.6111111111111112
44133,Water,Rock,0,759.0,0.5902503293807642
44134,Water,Dragon,0,584.0,0.2842465753424658
44135,Poison,Rock,1,194.0,0.6082474226804123
44136,Normal,Bug,1,1066.0,0.6135084427767354
44137,Grass,Psychic,0,632.0,0.37341772151898733
44138,Normal,Normal,0,708.0,1.0
44139,Ice,Bug,1,295.0,0.511864406779661
44140,Water,Psychic,1,1086.0,0.3839779005524862
44141,Water,Fire,0,931.0,0.41568206229860366
44142,Normal,Fire,0,861.0,0.45876887340301975
44143,Normal,Ghost,0,484.0,0.493801652892562
44144,Rock,Ground,1,229.0,0.35807860262008734
44145,Fighting,Psychic,0,236.0,0.3686440677966102
44146,Ice,Dragon,0,116.0,0.3103448275862069
44147,Fighting,Grass,1,270.0,0.562962962962963
44148,Fairy,Poison,1,77.0,0.2987012987012987
44149,Water,Normal,0,1702.0,0.39424206815511165
44150,Bug,Dark,0,309.0,0.36245954692556637
44151,Flying,Fire,1,29.0,0.7241379310344828
44152,Steel,Rock,0,179.0,0.5195530726256983
44153,Dragon,Psychic,1,276.0,0.5362318840579711
44154,Grass,Fighting,0,270.0,0.43703703703703706
44155,Fire,Dragon,0,252.0,0.43253968253968256
44156,Grass,Fairy,1,203.0,0.7093596059113301
44157,Normal,Steel,1,422.0,0.5781990521327014
44158,Fairy,Grass,0,203.0,0.29064039408866993
44159,Psychic,Ground,1,274.0,0.49635036496350365
44160,Water,Ghost,1,500.0,0.532
44161,Poison,Normal,0,432.0,0.3611111111111111
44162,Bug,Psychic,1,646.0,0.4241486068111455
44163,Grass,Dragon,1,313.0,0.30990415335463256
44164,Fire,Fire,1,215.0,1.0
44165,Bug,Bug,0,386.0,1.0
44166,Grass,Ghost,1,351.0,0.5071225071225072
44167,Psychic,Ghost,1,289.0,0.5501730103806228
44168,Rock,Dark,1,246.0,0.26422764227642276
44169,Ground,Water,0,571.0,0.5306479859894921
44170,Poison,Fighting,0,133.0,0.43609022556390975
44171,Bug,Bug,0,386.0,1.0
44172,Poison,Electric,1,201.0,0.27860696517412936
44173,Dragon,Rock,1,260.0,0.7461538461538462
44174,Poison,Fighting,0,133.0,0.43609022556390975
44175,Rock,Electric,0,286.0,0.2867132867132867
44176,Dragon,Bug,1,342.0,0.716374269005848
44177,Bug,Dark,0,309.0,0.36245954692556637
44178,Bug,Water,0,1204.0,0.46096345514950166
44179,Psychic,Water,1,1086.0,0.6160220994475138
44180,Normal,Fire,1,861.0,0.45876887340301975
44181,Grass,Normal,1,984.0,0.39939024390243905
44182,Fire,Normal,1,861.0,0.5412311265969802
44183,Grass,Rock,1,482.0,0.5684647302904564
44184,Grass,Grass,1,354.0,1.0
44185,Fire,Psychic,0,448.0,0.4799107142857143
44186,Rock,Bug,0,487.0,0.5420944558521561
44187,Poison,Ice,1,99.0,0.5050505050505051
44188,Psychic,Rock,0,445.0,0.6292134831460674
44189,Rock,Bug,0,487.0,0.5420944558521561
44190,Ground,Ice,0,122.0,0.48360655737704916
44191,Normal,Fairy,1,247.0,0.757085020242915
44192,Psychic,Ice,1,224.0,0.625
44193,Electric,Water,0,713.0,0.6984572230014026
44194,Fighting,Bug,1,271.0,0.5719557195571956
44195,Water,Fire,0,931.0,0.41568206229860366
44196,Dark,Fighting,1,103.0,0.5048543689320388
44197,Psychic,Poison,0,270.0,0.6111111111111112
44198,Normal,Ground,0,472.0,0.510593220338983
44199,Ground,Fairy,1,82.0,0.7073170731707317
44200,Dark,Normal,1,495.0,0.5474747474747474
44201,Steel,Fighting,0,116.0,0.39655172413793105
44202,Dragon,Normal,0,479.0,0.5741127348643006
44203,Rock,Ground,0,229.0,0.35807860262008734
44204,Dragon,Grass,1,313.0,0.6900958466453674
44205,Water,Psychic,0,1086.0,0.3839779005524862
44206,Ground,Normal,1,472.0,0.4894067796610169
44207,Normal,Normal,1,708.0,1.0
44208,Psychic,Steel,1,279.0,0.5519713261648745
44209,Poison,Normal,0,432.0,0.3611111111111111
44210,Bug,Normal,0,1066.0,0.38649155722326456
44211,Water,Normal,1,1702.0,0.39424206815511165
44212,Fire,Bug,0,599.0,0.669449081803005
44213,Bug,Water,1,1204.0,0.46096345514950166
44214,Ground,Psychic,1,274.0,0.5036496350364964
44215,Dragon,Water,1,584.0,0.7157534246575342
44216,Water,Dragon,0,584.0,0.2842465753424658
44217,Ground,Grass,1,318.0,0.5094339622641509
44218,Water,Water,1,971.0,1.0
44219,Steel,Water,1,497.0,0.3822937625754527
44220,Fairy,Fairy,1,25.0,1.0
44221,Dark,Water,1,520.0,0.6442307692307693
44222,Electric,Water,0,713.0,0.6984572230014026
44223,Fire,Bug,1,599.0,0.669449081803005
44224,Water,Bug,1,1204.0,0.5390365448504983
44225,Steel,Dark,0,153.0,0.32679738562091504
44226,Normal,Dragon,1,479.0,0.42588726513569936
44227,Electric,Bug,1,473.0,0.733615221987315
44228,Grass,Grass,1,354.0,1.0
44229,Dark,Grass,1,332.0,0.7228915662650602
44230,Bug,Ground,1,335.0,0.47761194029850745
44231,Ice,Normal,1,365.0,0.39452054794520547
44232,Grass,Water,1,1208.0,0.49834437086092714
44233,Electric,Fire,1,327.0,0.599388379204893
44234,Electric,Bug,1,473.0,0.733615221987315
44235,Ice,Normal,0,365.0,0.39452054794520547
44236,Water,Bug,1,1204.0,0.5390365448504983
44237,Steel,Water,0,497.0,0.3822937625754527
