,dif_hp,dif_atk,dif_def,dif_spatk,dif_spdef,dif_sp,winner,nbrContre,probWinParType
48875,-50,-40,-92,-40,-35,-42,0,153.0,0.673202614379085
48876,50,40,65,30,70,15,1,244.0,0.5819672131147541
48877,-30,-65,-45,-105,-35,-30,0,153.0,0.673202614379085
48878,5,15,130,-15,-5,-40,0,422.0,0.4218009478672986
48879,34,-10,10,-10,20,-50,1,1208.0,0.4983443708609272
48880,28,-63,59,-15,41,-45,0,676.0,0.3816568047337278
48881,-5,-30,-10,-28,-5,33,1,29.0,0.7241379310344828
48882,11,45,3,10,-53,3,1,203.0,0.7093596059113301
48883,5,-7,-20,-37,-15,-43,0,276.0,0.463768115942029
48884,-40,-25,-70,-70,-60,-10,0,236.0,0.3686440677966102
48885,40,41,40,31,-55,14,1,764.0,0.4816753926701571
48886,-1,18,-18,-7,-23,41,1,861.0,0.5412311265969802
48887,-5,15,45,-32,2,30,1,301.0,0.5647840531561462
48888,42,62,20,106,70,34,0,291.0,0.054982817869415807
48889,-23,-9,-23,-50,-35,-45,0,249.0,0.5100401606425703
48890,22,44,9,10,-16,-5,0,327.0,0.599388379204893
48891,-15,-5,-15,15,-35,-35,0,244.0,0.4180327868852459
48892,-20,-90,-75,-90,-60,-5,0,479.0,0.42588726513569936
48893,-15,23,-23,25,-5,60,1,459.0,0.6666666666666666
48894,-44,55,160,-25,0,20,1,274.0,0.4963503649635037
48895,30,62,16,50,-44,-20,0,599.0,0.669449081803005
48896,25,-75,-25,46,21,-15,0,443.0,0.5598194130925508
48897,-20,-30,-20,40,-20,-30,0,1066.0,0.38649155722326456
48898,6,25,18,50,7,38,1,203.0,0.7093596059113301
48899,-55,-80,0,20,-35,-40,0,1702.0,0.3942420681551117
48900,-20,-10,-52,-30,-52,0,0,1204.0,0.5390365448504983
48901,-33,-50,-19,-80,-19,-80,0,473.0,0.266384778012685
48902,5,-28,-9,65,-29,-20,0,599.0,0.669449081803005
48903,5,-15,6,-19,-14,-35,0,713.0,0.3015427769985975
48904,0,-2,0,8,0,-3,0,473.0,0.733615221987315
48905,33,-100,60,-45,60,-29,0,811.0,0.4525277435265105
48906,-8,25,67,8,25,28,0,484.0,0.506198347107438
48907,-20,-68,-62,-5,-10,-5,0,571.0,0.4693520140105079
48908,-1,-4,8,-4,13,2,1,931.0,0.4156820622986037
48909,-50,-30,0,-60,-60,-70,0,279.0,0.4480286738351255
48910,5,-18,8,-30,-20,-45,0,676.0,0.3816568047337278
48911,-25,-30,60,-25,-35,20,1,179.0,0.4804469273743017
48912,-15,0,1,-5,1,5,1,179.0,0.3128491620111732
48913,-5,5,35,55,105,15,1,157.0,1.0
48914,10,15,-91,-5,-81,-10,0,270.0,0.3888888888888889
48915,-5,-35,15,-35,-15,-25,0,295.0,0.48813559322033895
48916,25,60,10,30,0,70,1,861.0,0.5412311265969802
48917,-175,60,30,25,-75,90,1,1066.0,0.38649155722326456
48918,25,-5,8,20,-22,-10,0,1204.0,0.5390365448504983
48919,25,125,40,65,55,65,1,286.0,0.2867132867132867
48920,-115,-22,-32,13,3,-1,0,971.0,1.0
48921,6,56,20,-1,-25,41,1,445.0,0.3707865168539326
48922,35,-45,-140,40,-5,35,1,119.0,0.4705882352941176
48923,35,28,2,-54,-54,4,1,270.0,0.3888888888888889
48924,-50,-40,2,-70,-18,-75,0,386.0,1.0
48925,-45,-20,-20,0,10,75,1,124.0,0.5080645161290323
48926,-12,1,23,-11,34,-41,0,1702.0,0.3942420681551117
48927,-30,-30,-15,-54,-58,-63,0,759.0,0.40974967061923584
48928,30,49,23,65,40,73,1,861.0,0.5412311265969802
48929,-15,-44,-55,11,-35,-6,0,764.0,0.4816753926701571
48930,50,60,25,-5,15,20,1,244.0,0.5819672131147541
48931,15,50,60,5,15,53,1,632.0,0.3734177215189873
48932,0,30,-20,70,50,-10,0,224.0,0.625
48933,62,45,55,25,60,30,1,1086.0,0.3839779005524862
48934,25,52,37,-50,25,46,1,270.0,0.3888888888888889
48935,-40,-34,-45,-5,-15,54,0,459.0,0.6666666666666666
48936,40,35,-50,-25,-55,25,0,83.0,0.20481927710843373
48937,30,5,-20,45,85,45,1,1204.0,0.5390365448504983
48938,7,-21,-20,-13,-7,-64,0,182.0,0.510989010989011
48939,5,9,25,15,35,32,1,472.0,0.5105932203389829
48940,10,-8,-20,12,-10,35,1,289.0,0.4705882352941176
48941,-30,-90,-45,-10,-25,0,0,313.0,0.30990415335463256
48942,38,35,31,-70,-9,-5,0,811.0,0.4525277435265105
48943,-2,30,-12,-79,-49,-41,1,218.0,0.9036697247706422
48944,14,-3,-50,30,68,38,1,584.0,0.7157534246575342
48945,-45,-35,2,-92,-25,9,1,158.0,0.5506329113924051
48946,-56,-55,-45,-70,-109,-30,0,599.0,0.330550918196995
48947,-12,1,-20,26,5,20,1,432.0,0.3611111111111111
48948,5,5,-67,-45,-67,-46,0,163.0,0.2883435582822086
48949,-10,-75,-44,15,-40,-21,0,270.0,0.43703703703703706
48950,18,80,40,0,50,20,1,448.0,0.5200892857142857
48951,-5,-5,20,90,0,-10,0,422.0,0.4218009478672986
48952,20,0,50,55,-50,-65,0,1086.0,0.3839779005524862
48953,-45,35,-25,30,-10,75,1,244.0,0.35655737704918034
48954,15,9,-33,66,-16,63,1,547.0,0.7038391224862889
48955,30,81,54,4,46,45,1,676.0,0.3816568047337278
48956,35,-75,-20,0,10,-20,0,520.0,0.3557692307692308
48957,-40,13,-10,-10,-10,-24,0,309.0,0.6375404530744336
48958,-12,-24,-45,15,30,10,1,599.0,0.669449081803005
48959,-26,-72,-37,-54,-27,-20,0,179.0,0.6871508379888268
48960,-10,-45,-135,45,-15,20,1,157.0,1.0
48961,-20,10,35,15,30,10,1,365.0,0.3945205479452055
48962,0,-50,10,80,-20,-45,0,646.0,0.5758513931888545
48963,-61,-60,-45,-39,-35,-35,0,289.0,0.4498269896193772
48964,-55,49,13,-25,-52,-28,0,1702.0,0.3942420681551117
48965,-11,-30,0,-43,-5,-6,0,495.0,0.4525252525252526
48966,-25,-3,27,-3,27,79,1,632.0,0.6265822784810127
48967,25,35,30,35,15,0,0,1208.0,0.5016556291390728
48968,46,84,40,82,41,-13,1,1208.0,0.4983443708609272
48969,-33,70,14,-5,-6,15,1,1066.0,0.38649155722326456
48970,30,0,-5,-95,0,-45,0,216.0,0.35185185185185186
48971,-71,5,-6,7,-20,30,1,971.0,1.0
48972,-10,-60,-90,10,-40,20,1,274.0,0.5036496350364964
48973,-22,-96,-82,-41,-5,10,1,266.0,0.5187969924812029
48974,-75,-105,-25,70,-20,-15,0,244.0,0.35655737704918034
48975,50,90,88,25,23,-25,0,487.0,0.5420944558521561
48976,41,14,37,46,57,-20,0,759.0,0.40974967061923584
48977,10,0,0,35,35,31,1,713.0,0.6984572230014026
48978,80,-10,-10,75,25,17,1,520.0,0.3557692307692308
48979,55,65,20,110,75,-40,1,1086.0,0.6160220994475138
48980,40,67,15,97,70,15,1,764.0,0.4816753926701571
48981,5,30,20,80,40,-30,0,518.0,0.5463320463320464
48982,-10,0,0,-90,-40,-40,0,122.0,0.6229508196721312
48983,-75,0,35,-15,-50,20,1,971.0,1.0
48984,-20,-30,-25,-40,-45,-30,0,23.0,0.8260869565217391
48985,-12,-20,33,-48,9,-72,0,497.0,0.3822937625754527
48986,8,5,25,20,10,14,1,137.0,0.6934306569343066
48987,30,84,80,0,-35,-44,1,182.0,0.510989010989011
48988,-65,-30,-45,-55,-45,-75,0,646.0,0.4241486068111455
48989,17,-15,-32,-8,-18,-24,0,971.0,1.0
48990,-68,20,-76,-30,-56,70,1,472.0,0.4894067796610169
48991,-30,-16,-30,-35,-30,-49,0,759.0,0.40974967061923584
48992,35,10,-65,65,65,-5,0,445.0,0.6292134831460674
48993,65,45,45,33,37,30,1,244.0,0.5819672131147541
48994,77,25,38,35,35,5,0,484.0,0.506198347107438
48995,-8,-25,-22,9,25,16,1,354.0,1.0
48996,47,75,5,0,15,17,1,472.0,0.4894067796610169
48997,-23,-43,-55,-29,-33,-22,0,764.0,0.518324607329843
48998,-22,2,24,-29,-2,16,1,77.0,0.7012987012987013
48999,-44,-31,-3,-31,-13,-8,0,708.0,1.0
49000,23,54,38,119,75,25,1,861.0,0.5412311265969802
49001,9,3,33,-21,0,-49,0,214.0,0.2383177570093458
49002,-11,-4,20,-56,5,-14,0,356.0,0.5449438202247191
49003,35,100,75,35,55,10,1,487.0,0.5420944558521561
49004,-30,-30,-25,5,-15,85,1,214.0,0.2383177570093458
49005,2,13,-8,13,-8,-13,0,632.0,0.3734177215189873
49006,-35,-85,-190,-10,-30,40,1,211.0,0.7109004739336493
49007,4,-11,11,34,21,31,1,1702.0,0.3942420681551117
49008,-10,35,-10,25,-30,-15,0,1208.0,0.4983443708609272
49009,18,-4,-30,2,-17,-12,0,759.0,0.40974967061923584
49010,60,23,38,3,38,-15,0,270.0,0.3888888888888889
49011,-58,-15,-91,-60,-96,-30,0,1066.0,0.38649155722326456
49012,-45,-43,0,5,10,-25,0,547.0,0.2961608775137112
49013,35,25,-36,-10,15,-9,0,497.0,0.6177062374245473
49014,-15,-120,-35,-65,15,5,1,119.0,0.4705882352941176
49015,1,5,-3,-15,-3,1,1,210.0,0.4476190476190477
49016,50,50,50,120,110,40,1,445.0,0.5280898876404494
49017,-46,10,-27,-45,-84,-98,0,318.0,0.5094339622641509
49018,-39,28,-34,13,-49,34,1,335.0,0.4776119402985074
49019,69,0,20,30,30,-35,0,270.0,0.43703703703703706
49020,28,70,10,45,-5,20,1,270.0,0.3888888888888889
49021,-25,-20,-15,35,-10,-37,0,984.0,0.3993902439024391
49022,10,30,20,35,-15,20,1,931.0,0.5843179377013964
49023,-12,37,31,-8,-5,-18,0,279.0,0.4480286738351255
49024,-39,-36,-78,-72,-70,-30,0,313.0,0.6900958466453674
49025,28,18,-113,11,-4,4,1,194.0,0.6082474226804123
49026,-10,-22,0,55,35,-9,0,318.0,0.490566037735849
49027,46,37,52,54,47,-15,0,134.0,1.0
49028,36,102,25,-40,-50,7,1,276.0,0.5362318840579711
49029,-11,-34,28,22,20,0,0,313.0,0.30990415335463256
49030,-45,-125,-73,-35,-15,-22,0,236.0,0.6313559322033898
49031,-33,-80,-28,-1,14,9,1,178.0,0.4550561797752809
49032,-80,-45,-45,-55,-55,-30,0,142.0,0.6690140845070423
49033,-19,52,47,-17,-22,-6,0,482.0,0.4315352697095436
49034,20,-48,2,88,33,5,1,1066.0,0.6135084427767354
49035,-10,-10,12,40,45,-32,0,931.0,0.5843179377013964
49036,-14,52,13,-28,-12,8,1,646.0,0.4241486068111455
49037,-14,-115,-35,-63,-53,-25,0,123.0,0.4959349593495935
49038,26,92,40,24,40,54,1,479.0,0.5741127348643006
49039,30,50,5,-40,-15,-10,0,236.0,0.3686440677966102
49040,30,25,-5,-20,-50,4,1,1086.0,0.3839779005524862
49041,15,-15,0,-66,-22,58,1,931.0,0.4156820622986037
49042,-34,0,20,-30,-75,-61,0,47.0,1.0
49043,-40,-50,20,-30,-30,-15,0,484.0,0.506198347107438
49044,-12,-19,8,43,15,20,1,861.0,0.5412311265969802
49045,30,25,40,-5,40,-5,0,211.0,0.2890995260663507
49046,-55,-89,-55,-50,-45,2,1,482.0,0.5684647302904564
49047,-10,-10,50,-100,-20,-45,0,153.0,0.32679738562091504
49048,-12,22,15,25,15,49,1,124.0,0.5080645161290323
49049,45,100,85,40,50,-70,1,448.0,0.4799107142857143
49050,10,-30,-30,-5,-15,105,0,599.0,0.330550918196995
49051,30,-5,10,-45,10,-10,0,301.0,0.5647840531561462
49052,-15,1,10,15,35,62,1,443.0,0.5598194130925508
49053,0,37,-5,-13,-45,26,1,274.0,0.5036496350364964
49054,-20,-35,-65,-5,20,20,1,497.0,0.6177062374245473
49055,61,77,20,70,94,48,1,599.0,0.669449081803005
49056,5,25,35,25,45,20,1,676.0,0.6183431952662722
49057,35,-23,-10,50,20,39,1,342.0,0.2836257309941521
49058,-20,-60,-45,25,15,-70,0,1702.0,0.3942420681551117
49059,26,102,37,49,22,35,1,713.0,0.3015427769985975
49060,55,75,-35,-5,20,80,1,599.0,0.669449081803005
49061,-76,-106,-67,-86,-43,-84,0,25.0,1.0
49062,-5,0,-15,8,-30,-30,0,1208.0,0.5016556291390728
49063,45,47,43,35,25,0,0,327.0,0.40061162079510704
49064,-5,5,-90,0,-25,35,1,547.0,0.2961608775137112
49065,-8,1,27,-45,-30,-25,0,599.0,0.330550918196995
49066,17,83,20,47,15,77,0,84.0,0.10714285714285714
49067,10,-25,-25,5,15,70,0,682.0,0.6055718475073314
49068,-25,-60,70,-15,70,-50,0,142.0,0.3309859154929577
49069,-14,-23,-23,-18,15,8,1,497.0,0.3822937625754527
49070,5,13,30,43,30,7,1,309.0,0.6375404530744336
49071,-21,-32,-6,-27,-1,6,1,547.0,0.7038391224862889
49072,-5,0,20,5,25,55,1,984.0,0.6006097560975611
49073,21,11,-18,10,-10,72,1,599.0,0.330550918196995
49074,15,0,11,5,16,3,1,1066.0,0.38649155722326456
49075,-21,-44,35,20,15,-5,0,159.0,0.4654088050314466
49076,5,30,20,-55,10,40,1,811.0,0.4525277435265105
49077,14,74,75,-12,6,4,1,971.0,1.0
49078,-15,5,80,-19,-23,-28,0,497.0,0.3822937625754527
49079,35,30,50,45,50,15,1,931.0,0.5843179377013964
49080,30,30,25,43,5,-45,0,1702.0,0.3942420681551117
49081,20,118,-8,118,22,80,1,157.0,1.0
49082,70,40,-5,14,-51,-10,0,1702.0,0.3942420681551117
49083,-7,-34,-16,1,-13,-37,0,1702.0,0.3942420681551117
49084,-25,-25,-60,-40,-55,-15,0,153.0,0.673202614379085
49085,11,1,5,-7,-2,-1,0,931.0,0.4156820622986037
49086,-20,-75,-21,-40,-21,-33,0,495.0,0.4525252525252526
49087,-49,9,-30,-10,-25,20,1,479.0,0.5741127348643006
49088,5,30,100,0,15,-45,0,274.0,0.4963503649635037
49089,44,89,55,72,55,52,1,313.0,0.6900958466453674
49090,5,40,31,-10,-9,5,1,324.0,0.4660493827160494
49091,-12,-20,-15,4,-2,0,0,861.0,0.5412311265969802
49092,-10,5,35,15,15,20,1,67.0,0.6268656716417911
49093,32,55,50,108,65,90,1,309.0,0.6375404530744336
49094,50,-15,10,-15,10,30,1,153.0,0.673202614379085
49095,5,-12,35,19,25,-61,0,1066.0,0.38649155722326456
49096,15,15,10,30,10,-45,0,365.0,0.3945205479452055
49097,-35,77,41,32,21,89,1,646.0,0.4241486068111455
49098,20,22,15,59,15,1,1,335.0,0.4776119402985074
49099,22,20,36,45,25,-3,0,247.0,0.242914979757085
49100,-56,-100,1,-156,-74,-80,0,1208.0,0.4983443708609272
49101,-20,100,-15,45,40,55,1,157.0,1.0
49102,0,20,30,15,40,-5,0,386.0,1.0
49103,-5,45,105,37,105,5,1,759.0,0.40974967061923584
49104,23,-35,-9,21,15,70,1,260.0,0.7461538461538462
49105,-17,0,0,10,0,-15,0,301.0,0.5647840531561462
49106,65,70,55,-55,25,-30,0,811.0,0.4525277435265105
49107,-120,-55,-65,-30,-65,-5,0,500.0,0.532
49108,18,0,-4,-75,-44,10,1,984.0,0.6006097560975611
49109,-27,-27,-20,-27,15,-59,0,632.0,0.3734177215189873
49110,-49,-10,-50,-10,-40,-26,0,445.0,0.4719101123595506
49111,5,-55,-35,5,-30,70,1,324.0,0.5339506172839507
49112,0,-18,-10,-65,-30,-47,0,1208.0,0.5016556291390728
49113,45,5,-15,55,55,65,1,482.0,0.5684647302904564
49114,18,25,-42,43,63,25,1,137.0,0.6934306569343066
49115,71,56,35,56,38,-4,0,210.0,0.4476190476190477
49116,10,35,60,-5,-5,-5,0,759.0,0.40974967061923584
49117,-10,-85,-65,-25,-35,-20,0,1066.0,0.6135084427767354
49118,45,35,23,25,3,-30,0,518.0,0.5463320463320464
49119,3,42,49,-14,58,9,1,83.0,0.7951807228915663
49120,24,135,45,53,33,45,1,500.0,0.46799999999999997
49121,15,-13,37,-3,62,-16,0,445.0,0.4719101123595506
49122,67,46,32,-7,39,0,0,103.0,0.4951456310679612
49123,15,60,55,-55,45,-30,0,271.0,0.4280442804428044
49124,-195,80,130,-25,-85,-15,1,422.0,0.4218009478672986
49125,35,35,-185,15,-205,10,1,1204.0,0.5390365448504983
49126,-31,-65,-75,-95,-45,-75,0,274.0,0.5036496350364964
49127,-12,15,25,65,75,-45,0,646.0,0.5758513931888545
49128,20,25,25,-10,15,15,1,599.0,0.330550918196995
49129,3,-30,90,5,-10,-68,0,520.0,0.3557692307692308
49130,25,40,-13,55,25,63,1,232.0,0.6853448275862069
49131,1,-27,18,15,14,19,1,931.0,0.4156820622986037
49132,-10,23,-133,23,-108,10,0,482.0,0.5684647302904564
49133,35,60,26,15,32,6,1,123.0,0.5040650406504065
49134,10,-23,55,-37,-10,-41,0,214.0,0.2383177570093458
49135,30,40,15,25,45,50,1,500.0,0.532
49136,25,125,90,25,40,75,1,1204.0,0.4609634551495017
49137,-70,-40,-20,-65,-45,0,0,484.0,0.493801652892562
49138,-8,7,-16,13,-17,5,1,971.0,1.0
49139,27,-20,-18,-7,-27,12,1,351.0,0.4928774928774929
49140,-15,50,18,7,25,21,1,356.0,0.4550561797752809
49141,5,-105,-45,95,-30,15,1,1066.0,0.6135084427767354
49142,-25,-35,15,-26,-1,-70,0,422.0,0.4218009478672986
49143,40,-20,-15,-5,10,-110,0,1086.0,0.3839779005524862
49144,-30,20,39,-15,-32,19,1,500.0,0.532
49145,1,-19,-48,-28,0,4,1,1208.0,0.4983443708609272
49146,40,100,35,145,35,55,1,479.0,0.5741127348643006
49147,-5,120,74,45,35,51,1,1702.0,0.3942420681551117
49148,0,15,10,-55,-45,-40,0,1066.0,0.6135084427767354
49149,31,25,-30,124,40,95,1,445.0,0.6292134831460674
49150,80,15,-21,35,-1,10,0,484.0,0.506198347107438
49151,-45,-15,-45,-15,-45,-75,0,1702.0,0.3942420681551117
49152,-11,-5,-11,-50,-54,-9,0,931.0,0.4156820622986037
49153,10,8,-5,0,10,17,1,759.0,0.5902503293807642
49154,5,0,-45,-50,-50,-25,0,301.0,0.5647840531561462
49155,3,42,58,-51,-2,-71,0,286.0,0.2867132867132867
49156,25,80,20,60,25,49,1,443.0,0.4401805869074492
49157,20,30,39,30,39,-8,0,708.0,1.0
49158,-27,-35,-1,-5,-1,-15,0,295.0,0.511864406779661
49159,-25,-55,-15,-85,-45,-10,0,984.0,0.6006097560975611
49160,-5,-25,60,25,70,50,1,236.0,0.6313559322033898
49161,32,-5,-5,33,25,25,1,971.0,1.0
49162,70,5,0,75,60,35,1,1702.0,0.3942420681551117
49163,-20,-30,-10,-110,-90,-40,0,138.0,0.26811594202898553
49164,-19,-36,-31,-39,-29,-95,0,861.0,0.4587688734030198
49165,-1,-25,-30,-15,-40,-9,0,178.0,0.4550561797752809
49166,45,47,24,-26,-114,-62,1,224.0,0.375
49167,34,23,-38,53,-34,72,1,500.0,0.532
49168,-10,-15,24,30,45,-14,0,931.0,0.4156820622986037
49169,25,10,-55,85,20,30,1,211.0,0.7109004739336493
49170,-25,-18,-10,33,35,70,0,1204.0,0.4609634551495017
49171,-36,-32,-2,-19,51,41,1,321.0,0.6884735202492211
49172,-17,-35,-5,-90,-10,-13,0,500.0,0.532
49173,-2,65,47,-8,16,8,1,358.0,0.3966480446927375
49174,-25,15,60,-55,-50,-60,0,99.0,0.5050505050505051
49175,-20,-57,-50,28,70,27,1,274.0,0.4963503649635037
49176,32,-15,30,20,30,-12,0,479.0,0.42588726513569936
49177,5,-17,23,25,-5,-46,0,518.0,0.5463320463320464
49178,-30,-5,9,-30,-31,7,1,1204.0,0.4609634551495017
49179,14,-9,33,11,46,10,1,1208.0,0.5016556291390728
49180,25,25,40,50,45,5,1,473.0,0.733615221987315
49181,5,64,-2,10,-17,-33,0,247.0,0.242914979757085
49182,-40,64,90,54,30,6,1,1066.0,0.38649155722326456
49183,-35,-70,-51,-30,-61,-105,0,286.0,0.7132867132867133
49184,-25,-18,-10,-44,-30,-49,0,386.0,1.0
49185,-20,20,-5,-70,-10,5,1,473.0,0.266384778012685
49186,45,8,75,76,55,20,1,179.0,0.5195530726256983
49187,-17,-17,-81,-44,-81,32,1,122.0,0.6229508196721312
49188,15,55,15,35,50,45,1,1208.0,0.5016556291390728
49189,-5,5,35,-10,-60,-20,0,500.0,0.532
49190,14,10,15,-20,-86,-10,0,158.0,0.4493670886075949
49191,-6,9,73,-11,63,37,1,179.0,0.5195530726256983
49192,22,60,55,-5,-15,10,1,158.0,0.4493670886075949
49193,33,-35,5,20,5,2,1,479.0,0.42588726513569936
49194,3,-14,-35,21,25,5,1,225.0,0.6711111111111111
49195,0,-5,57,55,57,46,1,713.0,0.6984572230014026
49196,-65,-80,-30,-65,-50,-85,0,599.0,0.330550918196995
49197,-65,-65,-25,-35,-70,-20,0,301.0,0.43521594684385373
49198,-40,-40,-35,-15,15,70,1,472.0,0.5105932203389829
49199,-55,-70,-21,-25,-27,4,0,131.0,0.13740458015267176
49200,-15,-24,-36,11,-46,-50,0,1702.0,0.3942420681551117
49201,-20,-29,-35,-10,-10,34,1,301.0,0.5647840531561462
49202,-10,5,10,31,22,2,1,584.0,0.7157534246575342
49203,-45,-50,-55,-10,-20,20,1,443.0,0.5598194130925508
49204,24,6,-17,-11,-37,-32,0,861.0,0.4587688734030198
49205,21,11,-18,2,20,14,1,1208.0,0.4983443708609272
49206,-10,-55,5,-10,-25,25,0,335.0,0.5223880597014925
49207,27,10,25,20,45,-1,0,1702.0,0.3942420681551117
49208,30,-20,25,-35,-55,30,1,547.0,0.2961608775137112
49209,45,65,95,15,45,65,1,318.0,0.5094339622641509
49210,20,40,-5,50,20,60,1,386.0,1.0
49211,28,70,5,15,5,27,1,984.0,0.6006097560975611
49212,19,50,5,50,15,21,1,229.0,0.6419213973799127
49213,-5,-3,-10,35,-5,-52,0,599.0,0.669449081803005
49214,-15,-5,-10,0,10,50,1,632.0,0.3734177215189873
49215,15,65,-47,-30,-47,-11,0,210.0,0.4476190476190477
49216,-20,-70,-20,-50,100,-40,0,119.0,0.4705882352941176
49217,19,-4,14,4,-1,-38,0,931.0,0.4156820622986037
49218,10,15,20,45,20,20,1,291.0,0.9450171821305842
49219,90,30,-40,70,50,50,1,158.0,0.5506329113924051
49220,-1,-67,-8,16,-48,21,1,422.0,0.566350710900474
49221,-10,20,35,-50,-15,-50,0,759.0,0.40974967061923584
49222,5,5,-5,40,60,25,0,1204.0,0.5390365448504983
49223,-21,40,-7,-10,-53,-35,0,1208.0,0.4983443708609272
49224,-75,-30,20,5,-55,-50,0,1702.0,0.3942420681551117
49225,-7,14,-12,21,0,9,1,74.0,1.0
49226,0,-33,-17,20,0,30,1,764.0,0.4816753926701571
49227,40,60,75,70,35,60,1,342.0,0.716374269005848
49228,-38,35,-29,40,-1,43,1,861.0,0.5412311265969802
49229,-24,-26,-10,3,-10,-10,0,432.0,0.3611111111111111
49230,-19,23,-23,-26,-19,14,1,971.0,1.0
49231,15,-5,50,-10,-20,-55,0,194.0,0.31958762886597936
49232,-16,52,-7,-64,19,19,1,249.0,0.5100401606425703
49233,-80,-160,-85,-75,-45,-25,0,276.0,0.463768115942029
49234,15,55,25,45,45,55,1,861.0,0.5412311265969802
49235,81,27,33,67,47,-33,0,1702.0,0.3942420681551117
49236,-5,-19,-5,-16,7,25,1,676.0,0.3816568047337278
49237,30,39,56,35,27,-7,0,1702.0,0.3942420681551117
49238,-29,-113,-52,-5,-65,-45,0,448.0,0.4799107142857143
49239,17,10,0,9,41,33,1,157.0,1.0
49240,10,-5,-10,-5,15,-30,0,1702.0,0.3942420681551117
49241,72,19,49,26,51,-36,0,244.0,0.35655737704918034
49242,160,-114,-68,6,64,-3,0,443.0,0.5598194130925508
49243,55,74,65,45,10,-44,1,1208.0,0.4983443708609272
49244,-8,-15,-25,-70,-25,-52,0,1702.0,0.3942420681551117
49245,30,-65,-25,-35,-35,-80,0,276.0,0.463768115942029
49246,63,20,46,-10,46,30,1,861.0,0.4587688734030198
49247,25,69,75,-6,40,-28,0,500.0,0.532
49248,40,47,48,-25,10,-20,0,1086.0,0.3839779005524862
49249,10,30,95,55,85,-40,0,495.0,0.5474747474747474
49250,-25,-58,23,-60,-50,-80,0,473.0,0.266384778012685
49251,32,-14,21,26,39,8,1,270.0,0.43703703703703706
49252,-55,-70,-40,0,-25,0,0,472.0,0.4894067796610169
49253,-10,0,37,20,32,46,1,459.0,0.6666666666666666
49254,47,55,45,5,25,80,1,270.0,0.3888888888888889
49255,-30,19,-90,10,50,107,1,365.0,0.6054794520547945
49256,-30,-46,-60,4,-10,-50,0,318.0,0.490566037735849
49257,-48,-10,58,-21,23,7,1,140.0,0.5928571428571429
49258,-33,-19,-31,-90,-70,-60,0,811.0,0.4525277435265105
49259,0,-44,-55,-49,10,-12,0,971.0,1.0
49260,-40,-32,-62,14,29,71,1,123.0,0.5040650406504065
49261,-41,-50,-31,-34,11,-44,0,351.0,0.5071225071225072
49262,16,3,43,50,39,-1,0,931.0,0.4156820622986037
49263,13,47,-6,6,3,66,1,247.0,0.757085020242915
49264,-15,-60,-27,-20,-22,-38,0,708.0,1.0
49265,-8,17,12,0,0,50,1,301.0,0.5647840531561462
49266,5,40,30,0,0,0,0,487.0,0.5420944558521561
49267,0,60,-7,-25,50,57,1,133.0,0.5639097744360902
49268,-19,-21,65,1,35,-21,0,208.0,0.38461538461538464
49269,19,48,63,15,15,5,1,149.0,0.6174496644295302
49270,15,-20,15,120,50,55,0,182.0,0.489010989010989
49271,25,-25,-90,-15,60,10,1,584.0,0.7157534246575342
49272,51,25,35,-5,109,25,1,1086.0,0.6160220994475138
49273,10,25,-20,-30,-55,50,1,321.0,0.6884735202492211
49274,-28,8,-20,-36,-62,5,1,157.0,1.0
49275,50,-25,20,-65,-35,-10,0,1086.0,0.3839779005524862
49276,-21,-49,-25,18,-25,-23,0,682.0,0.6055718475073314
49277,-15,75,70,25,40,80,1,324.0,0.4660493827160494
49278,-15,45,-9,0,-9,85,1,708.0,1.0
49279,-30,-30,-15,10,-10,-60,0,301.0,0.43521594684385373
49280,185,-120,-95,-25,35,-20,0,495.0,0.4525252525252526
49281,25,70,75,20,-5,40,1,318.0,0.490566037735849
49282,23,-15,20,120,90,90,1,274.0,0.4963503649635037
49283,-8,-49,-23,-79,-55,-55,0,327.0,0.599388379204893
49284,-23,-65,-89,-45,-39,-25,0,335.0,0.4776119402985074
49285,-30,-15,0,-30,20,50,1,163.0,0.7116564417177914
49286,-30,10,-20,-35,-45,-55,0,295.0,0.48813559322033895
49287,32,75,15,0,55,36,1,224.0,0.625
49288,-10,-75,-5,-65,-70,-35,0,713.0,0.6984572230014026
49289,-21,-39,-25,-35,-35,-14,0,479.0,0.42588726513569936
49290,19,-16,40,-2,1,-31,0,1208.0,0.4983443708609272
49291,0,50,30,-30,-40,0,0,584.0,0.7157534246575342
49292,59,45,-5,95,60,60,1,473.0,0.733615221987315
49293,45,45,10,-5,-10,40,1,163.0,0.2883435582822086
49294,37,60,60,30,40,35,0,1086.0,0.3839779005524862
49295,-11,19,-19,9,39,-12,0,599.0,0.669449081803005
49296,-15,-67,20,26,75,20,1,445.0,0.6292134831460674
49297,-24,-65,-85,22,-10,-31,0,1086.0,0.6160220994475138
49298,-43,-55,-39,-55,-39,-55,0,1204.0,0.4609634551495017
49299,-20,-75,0,-65,20,15,1,327.0,0.599388379204893
49300,-55,-40,14,-85,14,-8,0,764.0,0.518324607329843
49301,-30,-60,-40,-20,-40,-5,0,708.0,1.0
49302,-11,-28,12,38,26,14,1,811.0,0.5474722564734895
49303,-25,-11,-10,-61,-10,-45,0,354.0,1.0
49304,-39,-95,-40,-85,0,-56,0,473.0,0.266384778012685
