,dif_hp,dif_atk,dif_def,dif_spatk,dif_spdef,dif_sp
38250,-20,50,35,15,25,-35
38251,20,10,22,50,52,10
38252,70,105,-45,135,70,60
38253,-27,-15,-1,-5,-1,5
38254,-15,-55,-15,-70,-30,-10
38255,-18,-58,-134,23,17,18
38256,5,-35,-55,40,10,40
38257,-31,-18,-27,26,29,14
38258,30,55,30,40,-5,-10
38259,45,73,68,110,60,49
38260,26,11,-5,-19,-22,9
38261,0,-50,0,-35,-10,-55
38262,0,-10,5,-65,15,5
38263,4,98,-10,16,8,-41
38264,36,26,-64,66,-94,45
38265,17,5,11,18,8,5
38266,2,-60,-70,-125,-75,5
38267,28,47,62,-11,-10,-21
38268,10,35,-20,30,30,20
38269,15,80,-45,15,-65,55
38270,-10,5,80,-25,65,-5
38271,-19,38,-33,-31,-39,51
38272,20,-25,23,45,-8,-36
38273,-20,7,38,38,24,38
38274,22,-102,-30,-57,-30,-13
38275,-15,-22,-48,-10,-20,25
38276,40,26,55,-14,5,8
38277,-32,-79,-60,-95,-40,45
38278,0,70,5,-25,-20,-25
38279,45,78,63,0,0,-16
38280,33,51,31,-31,19,106
38281,36,12,50,12,50,-6
38282,15,10,-17,-8,16,-42
38283,-18,45,20,-75,-10,-51
38284,-18,-15,54,0,34,5
38285,-49,-11,-5,-71,-8,-51
38286,-15,-65,-134,46,4,61
38287,13,7,24,37,34,-5
38288,2,-30,35,-5,15,5
38289,-15,-65,-2,-35,-30,-73
38290,-5,0,-10,-20,15,10
38291,24,20,11,20,21,46
38292,45,15,-85,-45,50,-15
38293,-43,-21,-3,-34,-59,-17
38294,-60,-55,-45,-40,-50,-15
38295,-25,-50,-56,-15,-6,22
38296,-15,-30,-10,-25,-15,-35
38297,-24,-33,-98,-13,-35,8
38298,-20,-56,15,-93,-35,-87
38299,21,29,16,11,11,48
38300,10,-12,13,15,10,-10
38301,0,2,-15,-15,-15,25
38302,15,25,25,-10,25,50
38303,-36,-95,25,-99,-10,-75
38304,0,-25,-10,30,15,20
38305,-8,-50,-5,45,5,-27
38306,15,39,45,19,10,-14
38307,13,34,43,-5,0,15
38308,11,10,-8,35,74,18
38309,-3,24,10,-6,10,15
38310,-37,-68,-45,-5,-25,-42
38311,-10,0,30,-95,-40,-95
38312,18,-1,22,-27,22,-36
38313,-15,-5,-10,-15,-10,40
38314,5,66,58,-19,-10,-34
38315,0,15,-10,-30,-20,30
38316,-43,-49,-41,-24,-86,20
38317,9,65,28,14,22,54
38318,-53,-18,-50,-6,-40,-32
38319,-5,15,5,-25,-15,-25
38320,27,27,32,16,18,-42
38321,64,61,33,51,23,38
38322,4,-6,17,14,22,24
38323,-10,-30,-15,-25,-30,10
38324,13,25,-10,0,30,37
38325,12,-60,10,40,-10,-30
38326,-10,-35,-5,-120,-90,-75
38327,140,-15,15,-13,17,-27
38328,28,24,-12,10,40,20
38329,-20,-61,-57,16,-41,-52
38330,25,35,-19,25,31,60
38331,-41,-40,48,-10,-49,-78
38332,4,-42,-7,18,-35,-43
38333,38,-15,-25,70,70,25
38334,11,15,20,-10,74,80
38335,0,110,-80,140,-20,120
38336,-12,25,42,-17,-22,58
38337,-22,-15,-60,-58,-45,-30
38338,14,-42,-38,8,21,-3
38339,5,10,20,-15,5,25
38340,-5,-45,-60,15,-30,-60
38341,5,-15,0,0,10,-5
38342,-10,-50,-5,-60,-35,-40
38343,-80,-65,20,-25,-35,-40
38344,-15,-12,20,-10,90,-19
38345,20,15,20,55,115,35
38346,5,75,-5,-70,10,-45
38347,-4,-34,-35,-43,-38,-46
38348,5,40,70,25,0,10
38349,-9,-75,-20,-70,-30,-86
38350,-1,14,1,24,36,51
38351,5,9,-12,-10,-37,-63
38352,20,30,-1,53,8,70
38353,-1,-16,-51,-56,-46,-20
38354,14,38,40,20,40,-20
38355,29,30,-3,-28,-53,25
38356,10,0,-20,-25,-25,80
38357,-10,47,-15,-56,-50,-40
38358,-45,-84,-76,-76,-44,-5
38359,-45,-70,-25,-65,-30,-65
38360,-10,-7,8,13,13,-14
38361,1,65,33,-19,-39,-54
38362,34,34,18,48,13,51
38363,39,45,20,-15,20,51
38364,-10,-80,-50,5,-10,-15
38365,-5,5,-15,20,-15,35
38366,62,11,8,72,72,11
38367,10,-25,-40,0,-40,30
38368,4,-5,-10,-30,-25,12
38369,-1,-7,5,-25,7,-10
38370,-20,-5,-55,-45,-70,-1
38371,20,5,-5,-20,-5,-35
38372,-45,-30,-55,15,10,35
38373,45,80,-5,-5,20,65
38374,18,40,40,90,120,55
38375,-44,-15,-2,-42,-21,3
38376,25,-6,-3,49,35,54
38377,26,3,3,30,3,81
38378,-59,59,12,-36,-26,0
38379,5,-60,35,-30,-15,10
38380,30,5,-24,56,12,102
38381,25,45,30,70,30,90
38382,-15,-4,-43,-60,-32,-71
38383,5,-25,-25,-5,5,-15
38384,-14,-40,-5,-95,-30,-11
38385,44,-30,15,42,25,-29
38386,42,55,12,63,16,62
38387,71,35,7,39,19,8
38388,35,70,55,-115,-35,-100
38389,15,-55,-35,85,30,60
38390,2,-10,-11,10,39,-5
38391,-12,-5,-25,-10,-20,-60
38392,15,10,-45,-50,25,35
38393,15,20,10,60,-5,50
38394,6,26,-9,56,9,-8
38395,30,-10,10,25,40,-10
38396,-30,-5,-20,60,-20,40
38397,22,-29,-32,32,32,-29
38398,-15,10,-25,90,40,10
38399,-9,-80,-40,27,5,-16
38400,-4,20,60,30,9,34
38401,4,20,-55,80,5,16
38402,-40,-18,-15,-35,-15,-72
38403,-3,3,3,0,-21,-13
38404,-10,120,-40,145,-15,120
38405,35,-15,-12,15,8,-6
38406,-20,-90,-190,-10,-40,14
38407,31,39,10,0,15,-15
38408,20,65,67,55,62,8
38409,-50,-5,-33,-25,-30,25
38410,15,20,22,85,67,28
38411,-5,-10,-5,-30,-5,-30
38412,11,93,30,42,15,68
38413,-50,-33,-10,-10,15,45
38414,-10,-20,-72,-40,-52,-16
38415,-43,-1,-41,-1,-21,-14
38416,0,-45,-33,5,-48,-5
38417,-30,-35,5,20,105,0
38418,40,60,40,90,60,70
38419,28,80,30,0,60,10
38420,-10,-35,-190,-10,-15,45
38421,-7,17,77,17,47,5
38422,-25,-31,-43,-8,-43,-21
38423,-21,53,70,59,19,8
38424,-10,-65,-60,-45,-60,-75
38425,2,-95,-55,-102,-48,-50
38426,-13,7,18,14,13,4
38427,39,61,38,86,76,25
38428,11,53,82,-5,45,-15
38429,-25,-47,4,-25,14,75
38430,-10,20,20,65,25,-80
38431,-10,-115,50,30,-10,-80
38432,20,30,40,15,60,20
38433,35,42,23,25,3,38
38434,-20,-85,-90,-70,-75,-80
38435,23,50,-17,5,-17,-26
38436,-25,-85,-45,-63,-30,-20
38437,-5,-55,-5,-10,0,-45
38438,-46,-55,-40,-114,-35,-85
38439,-28,-22,40,28,10,-33
38440,47,52,90,29,-7,66
38441,-50,-10,-20,-30,-25,65
38442,-10,-60,-110,-30,-110,-30
38443,-27,45,0,-25,-35,0
38444,-30,-7,-55,-43,-55,-20
38445,70,-65,-20,50,35,-5
38446,51,45,94,60,32,53
38447,-2,10,20,-65,-45,-24
38448,12,28,-8,12,18,13
38449,-5,-45,-105,-35,-105,15
38450,5,17,25,27,25,-20
38451,-40,-12,-15,-40,50,-19
38452,13,62,56,47,45,12
38453,-210,35,35,35,-65,-30
38454,30,3,-32,-57,-7,-5
38455,20,55,-5,10,-15,65
38456,-62,0,-15,80,40,40
38457,5,-5,10,-5,25,16
38458,-20,-1,55,19,35,11
38459,47,15,37,0,12,13
38460,-130,-29,-46,-5,0,-45
38461,-25,-27,-45,-3,-45,5
38462,37,-20,15,10,45,45
38463,85,53,65,27,45,5
38464,-5,50,-36,-30,-15,-4
38465,-10,-25,-81,-30,-71,-15
38466,-30,-50,-60,-10,-20,70
38467,-55,55,-30,110,-30,60
38468,5,5,27,48,30,89
38469,-14,22,29,-13,39,-29
38470,-10,-27,0,5,5,25
38471,46,37,36,90,46,35
38472,-54,-79,-43,-59,-33,-97
38473,-20,-8,-15,0,0,30
38474,10,30,62,-5,27,-55
38475,19,28,-3,3,-13,51
38476,-6,65,-40,63,18,45
38477,-15,-10,10,-5,5,15
38478,-55,-125,-121,-115,-51,-48
38479,23,39,25,22,35,26
38480,20,45,96,20,31,50
38481,40,85,45,125,95,85
38482,32,28,15,48,3,63
38483,11,6,25,-13,37,52
38484,45,-4,-5,6,25,48
38485,-5,-20,-15,-18,-15,10
38486,-38,-68,-63,-16,-9,5
38487,-40,62,12,-26,-16,33
38488,0,5,-6,36,40,37
38489,20,33,-10,3,0,9
38490,-63,3,38,-49,-12,-13
38491,7,-60,-10,-25,-10,-5
38492,0,5,0,110,70,105
38493,35,50,5,-80,-25,-80
38494,40,35,-5,-25,-55,30
38495,-50,-55,-10,-40,-35,10
38496,26,36,40,10,40,45
38497,-21,27,12,18,-2,69
38498,17,29,75,-16,75,8
38499,-31,-40,-35,-80,-60,-84
38500,-55,-47,50,-5,60,-67
38501,22,-6,-8,4,20,-7
38502,-20,-22,39,-70,-1,20
38503,5,-5,55,65,5,30
38504,28,19,-17,-58,-9,0
38505,11,40,5,20,-35,21
38506,210,-40,-35,-30,65,-15
38507,5,-9,10,2,30,11
38508,-4,21,22,-6,37,20
38509,10,-5,45,-25,25,-40
38510,-87,-23,-20,23,20,-42
38511,-5,30,-21,15,9,30
38512,5,5,-50,-5,15,35
38513,-40,-36,19,14,-11,-83
38514,60,95,85,30,30,25
38515,-5,-38,62,17,7,-46
38516,-45,-55,-50,-40,-60,-40
38517,8,52,40,27,10,-27
38518,35,30,26,20,6,15
38519,-12,-3,-52,17,-32,-2
38520,5,86,54,-31,21,40
38521,2,4,2,24,-1,-10
38522,0,-16,25,-1,5,6
38523,-9,69,22,41,22,62
38524,-58,-12,-12,31,3,52
38525,10,-45,-65,30,40,30
38526,-80,-107,-63,-55,-35,0
38527,33,72,52,22,32,-9
38528,10,25,5,25,-20,-55
38529,15,2,3,37,13,-27
38530,-45,-29,-3,-35,-18,18
38531,21,-8,25,39,25,23
38532,10,40,-30,-25,0,75
38533,38,11,15,46,15,10
38534,10,26,0,-15,10,39
38535,-32,-46,-44,-4,6,-21
38536,15,55,108,2,5,-49
38537,20,50,11,32,-9,-20
38538,30,30,50,70,40,60
38539,10,-1,29,10,3,0
38540,5,75,17,105,45,43
38541,-3,26,6,-11,-29,8
38542,23,12,-25,-17,-40,-17
38543,28,-14,64,51,-36,-3
38544,-30,10,5,0,0,25
38545,20,60,35,15,80,-15
38546,0,-25,25,65,80,30
38547,-40,-10,10,-115,-45,-90
38548,-23,-34,-33,26,10,20
38549,80,103,40,85,40,32
38550,18,17,5,12,10,-42
38551,-27,-10,-31,-45,-20,13
38552,-11,12,13,1,24,-56
38553,11,34,177,4,42,2
38554,-50,-59,-25,-12,-25,-39
38555,-25,-80,-35,45,50,5
38556,15,85,5,65,0,75
38557,17,44,82,8,10,34
38558,11,-15,-25,-13,-85,-46
38559,-25,-55,-35,-100,-70,-10
38560,15,41,-6,-39,55,44
38561,60,80,18,30,-2,15
38562,6,-19,27,31,47,-2
38563,25,15,100,-40,30,5
38564,-25,0,70,-5,65,-90
38565,-26,-31,4,-61,-11,-24
38566,20,16,28,1,71,-2
38567,29,-25,55,15,-5,0
38568,-25,-35,-65,-45,-65,-40
38569,-6,-22,18,5,25,-35
38570,15,-30,-1,-30,15,-29
38571,41,26,-5,52,15,21
38572,27,46,53,15,35,-23
38573,-10,-5,15,20,20,-29
38574,-36,-20,-10,-27,13,-21
38575,18,10,-5,-43,-65,-25
38576,35,83,82,-5,30,-30
38577,0,-50,-45,10,-5,50
38578,-9,-25,10,-10,-5,-51
38579,10,20,5,-25,10,10
38580,7,-31,10,4,35,-15
38581,15,-15,85,-15,-20,-60
38582,6,44,48,139,85,75
38583,-115,-60,5,30,5,55
38584,-30,-35,-30,-50,-25,5
38585,5,4,9,0,25,-20
38586,-6,-14,39,-44,4,-13
38587,40,-80,50,-70,130,-70
38588,27,28,27,26,37,16
38589,-35,-45,-25,45,-20,-15
38590,-6,-7,-15,-34,-15,-3
38591,-10,-13,25,-15,0,35
38592,-18,19,36,-18,36,-90
38593,26,20,16,65,39,38
38594,65,65,25,35,70,20
38595,5,-40,20,29,89,-20
38596,-36,-3,-31,17,-31,64
38597,-16,35,-29,-20,8,-63
38598,5,76,15,6,5,69
38599,-22,-30,-19,-55,-44,-25
38600,-5,-50,-70,-50,-75,0
38601,46,23,51,38,46,64
38602,-25,-45,20,-25,25,-35
38603,30,20,-30,-5,20,-25
38604,40,41,-5,16,-5,24
38605,-65,-70,-45,-90,-25,-20
38606,17,-27,-68,-4,-48,81
38607,-30,55,45,10,30,110
38608,-50,-102,-18,-42,-41,-29
38609,40,-25,5,40,65,10
38610,-19,-85,-40,-89,-24,-61
38611,-60,-110,-45,0,0,0
38612,200,-100,-74,0,-5,-26
38613,-12,99,-24,-16,-49,26
38614,-12,-69,-81,-59,-71,42
38615,-3,-40,-36,-40,-36,-90
38616,10,-14,-40,11,-35,9
38617,4,3,30,20,24,-12
38618,28,14,31,26,14,16
38619,-19,72,-20,-40,-10,67
38620,20,55,65,-36,-12,-17
38621,-10,0,-5,-45,-20,-30
38622,18,6,-14,-26,-16,11
38623,30,38,15,30,0,37
38624,39,16,-27,-6,-50,24
38625,60,-35,42,45,-15,-37
38626,10,-30,60,50,-15,0
38627,13,-30,-19,27,23,47
38628,20,12,27,5,15,-8
38629,45,80,50,120,120,50
38630,-13,20,-15,-55,-27,10
38631,5,0,-35,-70,-40,-25
38632,5,-28,5,-17,5,10
38633,-10,18,-13,20,-10,15
38634,-10,-18,17,15,5,31
38635,10,15,20,-13,20,70
38636,-10,35,-7,-50,50,32
38637,-91,-17,36,-25,26,-22
38638,5,-3,45,53,50,-10
38639,-4,32,10,-5,15,4
38640,10,-5,0,0,70,23
38641,-10,-30,-30,-5,-30,55
38642,8,-23,19,-78,-8,-57
38643,22,10,-47,-75,-47,-66
38644,-21,-31,-55,-70,-55,-45
38645,-166,81,83,76,-4,10
38646,30,19,50,75,50,43
38647,0,-35,-13,50,-70,-52
38648,5,20,-95,-10,-95,35
38649,-63,-48,106,-50,57,-38
38650,-60,15,61,75,56,-35
38651,5,19,-5,0,-5,-22
38652,15,8,8,8,-17,-9
38653,-40,15,25,-40,-65,-45
38654,40,10,33,8,60,-28
38655,-35,-55,-5,-95,-25,-25
38656,-20,-65,-80,-85,-35,3
38657,-1,36,-1,11,13,21
38658,-20,1,130,-9,-5,4
38659,20,-10,-5,-55,-5,-15
38660,58,20,66,40,51,0
38661,-15,-8,0,-10,0,-62
38662,-13,-27,112,-42,-3,22
38663,-4,-15,-4,-65,-14,4
38664,78,37,25,32,26,-27
38665,-25,-100,-95,50,-45,20
38666,-10,-10,37,18,25,29
38667,38,0,-20,100,43,93
38668,-20,-32,-28,-35,-40,-5
38669,6,22,-12,-53,-11,-29
38670,-21,-24,-31,-4,-26,-26
38671,26,37,53,8,2,28
38672,-13,-11,2,-21,14,15
38673,-80,-20,-50,15,-40,5
38674,15,20,0,20,20,-20
38675,15,-14,7,-20,7,8
38676,24,10,15,110,5,-14
38677,-31,19,26,-7,-10,21
38678,70,73,70,63,70,55
38679,-40,-35,-39,5,-27,27
38680,-13,-52,-25,51,-3,-88
38681,-29,-21,-17,-45,-19,-57
38682,-9,-41,-33,34,-19,50
38683,20,-8,-80,2,-70,15
38684,0,-50,-30,-85,-55,-45
38685,40,37,48,70,60,25
38686,-60,-20,-30,-35,-30,-35
38687,-15,-25,0,-40,-115,-20
38688,-6,13,33,-32,-30,-18
38689,-10,50,50,15,30,40
38690,-21,-62,-178,28,-39,67
38691,-30,-25,-43,5,-13,5
38692,35,70,50,-42,-33,-45
38693,50,-20,0,26,46,0
38694,65,20,20,80,30,-33
38695,24,40,-25,50,35,16
38696,-84,-43,-30,-55,-15,-33
38697,18,-16,62,35,71,-40
38698,55,29,51,80,45,35
38699,-25,-90,-50,-95,-35,-70
38700,-38,30,37,-58,-88,-10
38701,80,130,75,45,35,5
38702,20,80,120,-40,80,-45
38703,25,45,73,-15,13,20
38704,5,40,45,-5,25,-7
38705,25,27,23,5,-5,-10
38706,-39,35,0,40,0,49
38707,-30,-45,-38,20,-43,36
38708,-5,0,5,-10,-30,-50
38709,-6,-42,-11,13,5,-14
38710,45,7,-35,43,-15,60
38711,-2,105,20,-45,40,20
38712,-20,10,-10,15,-15,50
38713,1,-60,0,17,20,-71
38714,-5,-20,-42,-3,-20,36
38715,0,-22,-7,-5,10,-6
38716,35,55,1,-40,-54,25
38717,-48,28,30,-8,-20,32
38718,-71,-43,-13,-52,-12,16
38719,-25,-20,75,-10,75,-24
38720,-45,45,90,15,50,75
38721,25,30,-25,60,40,80
38722,34,21,-52,31,-7,13
38723,-2,-20,-64,25,-24,3
38724,-10,70,-25,45,40,-20
38725,-19,-16,35,14,35,-35
38726,1,-7,23,30,24,-26
38727,-15,-15,15,10,25,0
38728,39,16,54,-14,-36,-73
38729,60,70,50,5,30,-35
38730,0,0,0,0,0,0
38731,5,-20,20,-20,20,30
38732,-5,-35,-20,-35,-45,-70
38733,-5,5,52,-15,7,-37
38734,10,12,13,30,30,10
38735,-30,-50,-12,15,-7,-11
38736,-21,-39,24,-9,-26,-23
38737,5,5,-5,-65,-5,-5
38738,-6,14,38,53,26,13
38739,5,10,10,15,25,-45
38740,5,-20,20,0,35,20
38741,-17,25,25,30,25,35
38742,-15,-40,3,57,-5,1
38743,-40,-20,51,-13,33,-26
38744,28,9,3,44,20,50
38745,-19,-5,-2,-25,-59,-50
38746,30,65,-30,30,20,25
38747,22,40,25,30,35,8
38748,-30,-8,-15,-90,-45,23
38749,30,24,-40,1,-40,19
38750,10,30,-175,30,-175,55
38751,-30,-82,-37,-82,-37,-14
38752,-26,-40,21,-36,26,-60
38753,7,15,12,18,24,-2
38754,-10,-10,18,2,-15,-14
38755,54,60,40,48,18,-30
38756,-20,0,-20,-20,-20,0
38757,-46,-5,-55,-12,40,76
38758,-33,-27,-10,-38,-40,12
38759,80,100,-25,-20,-5,45
38760,-15,-8,52,58,32,1
38761,10,0,-15,25,-30,-40
38762,15,15,90,30,50,35
38763,35,-15,-60,-60,-15,-95
38764,-21,-26,5,-36,0,-47
38765,-20,9,-5,-25,-30,-19
38766,10,22,70,87,0,18
38767,-40,-50,30,-45,-5,-60
38768,40,63,25,17,25,5
38769,10,0,15,75,55,50
38770,-47,20,-5,-25,-35,-10
38771,-45,-52,-77,61,61,58
38772,15,50,50,5,0,-25
38773,0,39,11,0,-10,55
38774,10,21,-30,-26,-30,0
38775,25,50,35,-5,15,30
38776,-6,35,30,43,20,66
38777,34,55,32,25,32,-19
38778,55,60,15,-13,-5,30
38779,-42,-30,-55,-55,-60,-58
38780,-17,-17,-33,-39,-39,-6
38781,115,40,50,70,30,-30
38782,-9,-30,-14,-20,6,-13
38783,-11,-4,-45,-86,-35,-19
38784,-42,-14,-12,-49,-74,-20
38785,81,25,-1,35,-1,65
38786,20,30,-22,20,-22,55
38787,-40,-50,-10,-60,20,-90
38788,-20,20,-40,16,-23,27
38789,20,25,6,16,12,27
38790,35,35,-120,25,15,70
38791,48,45,26,20,16,25
38792,-25,-85,-5,-55,10,-50
38793,8,11,-21,-39,-46,77
38794,141,-33,-12,-11,3,-18
38795,-32,-42,58,20,20,-46
38796,-20,-5,-20,-10,-20,10
38797,80,15,55,-5,35,-30
38798,13,-5,-50,5,10,47
38799,-6,14,5,-13,25,10
38800,12,25,20,8,-38,-10
38801,5,10,-20,-40,-25,-50
38802,15,25,80,-20,70,-15
38803,0,0,5,-45,-15,-70
38804,-5,25,80,55,50,10
38805,40,-15,25,10,25,-40
38806,-5,-55,35,45,-40,-45
38807,43,-25,21,21,25,25
38808,28,12,-82,18,-28,-3
38809,33,45,0,85,50,60
38810,60,35,50,-10,40,60
38811,7,42,43,42,43,18
38812,-52,-29,-40,-20,-30,-5
38813,-3,40,34,5,19,41
38814,-23,-62,-22,-2,-22,12
38815,-10,45,75,10,30,-75
38816,5,24,60,14,-5,-13
38817,8,-19,-17,-21,1,-47
38818,-8,6,-8,-30,-15,-40
38819,11,-18,-33,32,30,18
38820,-25,-30,-40,-30,-45,45
38821,-29,9,-30,-48,-30,-12
38822,0,-20,45,-10,0,-5
38823,25,10,35,-40,-25,-50
38824,-30,-35,-20,30,15,40
38825,-19,-10,-43,-28,-45,-15
38826,0,2,-3,-16,-11,-10
38827,-5,114,-24,136,-36,65
38828,70,35,55,0,40,-20
38829,5,-50,30,90,-5,-105
38830,-45,-78,8,50,25,-35
38831,-6,28,66,-4,6,-17
38832,11,0,-46,111,9,110
38833,38,-57,7,-44,1,-31
38834,-66,-53,-18,-37,-17,6
38835,5,5,140,-15,40,-65
38836,-16,0,-25,15,-30,-95
38837,54,-4,44,21,59,-8
38838,28,7,8,29,63,-41
38839,30,103,100,53,30,-18
38840,20,20,6,16,22,7
38841,40,60,50,0,15,-35
38842,-18,-54,-28,-99,-45,-50
38843,42,51,41,56,30,36
38844,-5,13,-20,23,0,0
38845,13,12,23,5,23,-29
38846,-40,-45,-10,45,-10,-20
38847,-45,10,30,-90,-20,55
38848,-5,10,-30,-57,-30,-98
38849,-20,-20,-40,-70,-80,-35
38850,5,65,-15,-35,15,-15
38851,-10,-55,-80,-45,-50,-40
38852,-25,15,-40,-50,-110,15
38853,25,57,40,5,-15,3
38854,0,13,-18,-10,-10,65
38855,-51,-87,-86,-62,-46,-59
38856,20,50,24,-45,15,51
38857,-43,-46,56,29,51,-55
38858,-10,-97,-92,-4,-24,42
38859,0,-10,-20,5,-30,0
38860,-10,-70,-50,-15,-30,10
38861,-7,10,-4,-85,-44,0
38862,-9,2,0,-18,10,-6
38863,-5,-17,-114,66,104,52
38864,-6,10,-30,10,-54,-10
38865,-57,-40,-75,-35,-25,20
38866,-30,0,5,45,35,25
38867,-29,-60,-20,-30,-5,-61
38868,0,-75,15,-100,-50,-75
38869,-12,-25,-10,-5,-10,2
38870,-20,6,-15,-25,-15,22
38871,-15,-10,50,35,10,15
38872,5,5,-5,5,5,25
38873,-30,-77,-30,60,-10,-62
38874,-56,-35,-66,-23,-33,-35
38875,-2,57,-6,61,3,56
38876,5,51,7,-19,-21,-34
38877,15,-25,-40,20,-20,35
38878,34,45,-40,55,15,15
38879,30,15,-39,20,37,21
38880,-5,-20,15,-60,-5,30
38881,28,-20,-57,27,39,55
38882,81,120,9,96,4,85
38883,10,15,20,70,55,55
38884,65,20,20,80,30,-33
38885,0,5,-12,25,15,-5
38886,-2,-50,60,15,20,-70
38887,-21,43,-30,-14,-30,-53
38888,19,38,17,60,45,43
38889,-25,-60,-40,7,-12,-35
38890,-1,-7,-24,-19,-12,-53
38891,-40,-40,-6,-75,-46,-63
38892,0,-38,-65,-8,-25,-50
38893,-8,-10,-54,-20,-2,-7
38894,60,55,155,25,15,-45
38895,-11,3,60,45,55,-2
38896,-50,-35,-45,-20,5,25
38897,63,90,35,40,10,52
38898,-20,-82,-57,-7,-57,44
38899,-44,-13,-10,-80,-110,-23
38900,0,-123,-85,-62,-12,-98
38901,-10,50,20,-15,-70,-25
38902,-27,22,-11,-14,-2,-24
38903,-5,-17,-35,-38,-55,-45
38904,2,49,0,-51,-25,-15
38905,16,-2,8,-28,-13,-61
38906,-29,-10,-20,-20,-15,4
38907,-20,-35,35,-45,5,-60
38908,-20,35,20,-15,-10,-45
38909,-45,15,55,65,50,70
38910,-31,-49,-10,-61,-25,-4
38911,140,13,3,8,33,3
38912,40,45,60,10,40,75
38913,18,15,3,15,38,3
38914,-32,-49,-9,4,9,46
38915,20,35,24,-5,34,10
38916,-50,-83,-65,35,-25,-2
38917,20,27,-25,0,-15,44
38918,7,30,5,30,10,-6
38919,-10,-43,-95,17,15,66
38920,-20,-65,0,20,-20,-5
38921,35,35,5,-35,-45,0
38922,-29,-35,-15,-15,25,40
38923,-24,-58,-15,-43,-10,-51
38924,0,10,29,-70,4,-23
38925,-20,-5,-15,-15,-25,-85
38926,5,-15,-10,29,15,-8
38927,-10,-30,6,-5,21,5
38928,-44,9,6,16,24,12
38929,-5,-20,-110,55,-100,-30
38930,-39,-10,-55,-50,-50,60
38931,16,65,25,-5,5,85
38932,30,-7,-13,-62,-78,-10
38933,57,34,40,-21,40,40
38934,60,5,-10,23,17,-20
38935,80,55,41,50,21,45
38936,0,50,20,40,20,50
38937,45,75,-35,-30,20,20
38938,-11,-52,-15,-5,-15,-12
38939,65,151,55,151,55,79
38940,2,28,5,10,20,10
38941,12,2,10,14,10,69
38942,-13,-48,-38,-114,-72,-67
38943,-1,-17,48,18,-30,-93
38944,-21,-32,-40,-74,-40,-83
38945,13,-5,5,-2,11,4
38946,30,-50,-60,-19,11,-5
38947,-10,-15,55,-75,-15,-10
38948,31,37,56,14,16,71
38949,20,15,60,17,73,-21
38950,10,20,20,70,40,0
38951,60,-5,5,40,35,15
38952,-14,17,38,17,38,99
38953,-10,-10,-55,-35,10,85
38954,5,52,4,27,9,17
38955,-20,-40,-73,-82,-70,-5
38956,11,-47,-9,-43,-23,-59
38957,-25,-19,15,11,-50,-1
38958,-17,-65,12,-25,22,-62
38959,-9,19,0,15,15,0
38960,57,95,38,30,59,21
38961,10,55,10,25,5,50
38962,-58,-27,-30,26,-33,39
38963,28,54,1,64,38,9
38964,-15,-40,-45,0,5,-5
38965,0,-5,60,-10,-30,10
38966,-35,-44,12,-37,-25,23
38967,55,-50,-60,-15,-55,-10
38968,-5,25,-5,-55,-50,-45
38969,-3,-35,-30,15,20,35
38970,20,23,90,30,40,-20
38971,9,-30,-30,0,-30,-17
38972,15,-75,-41,30,-31,-15
38973,-41,-60,-51,-65,-51,-57
38974,42,55,40,75,40,48
38975,35,0,25,25,40,25
38976,-15,0,-20,35,15,15
38977,-50,-45,-55,-110,-75,-30
38978,65,-97,-32,-97,-32,-62
38979,-25,-20,3,-35,-57,-60
38980,-34,-105,-4,-48,-4,-85
38981,13,36,76,28,10,-33
38982,-10,-6,-2,-13,-4,-26
38983,-26,-56,-28,-58,-30,-48
38984,-20,-65,-85,50,-15,15
38985,7,25,30,35,30,46
38986,-36,7,-18,-27,-32,26
38987,55,95,110,95,40,25
38988,60,50,55,30,55,30
38989,10,-35,-50,10,30,60
38990,-4,69,-15,40,-30,15
38991,25,5,-5,80,60,39
38992,25,-20,-45,65,-10,0
38993,26,-16,30,56,145,4
38994,-9,-130,17,-130,17,-84
38995,0,40,-28,-70,3,-10
38996,0,20,51,60,-10,39
38997,-20,-60,-10,-15,5,-15
38998,22,20,15,-25,0,-5
38999,5,-55,5,10,5,-45
39000,10,15,55,50,75,45
39001,-20,30,10,10,-20,20
39002,-50,20,-47,-65,10,-13
39003,20,50,40,20,30,20
39004,5,25,40,30,10,-5
39005,75,-42,3,27,32,-6
39006,-16,-14,10,-21,-35,-61
39007,0,8,-3,-35,-22,18
39008,30,124,55,15,50,45
39009,-23,-55,-15,40,20,-25
39010,-25,-52,-67,1,-14,-5
39011,55,130,115,35,35,-5
39012,15,75,29,15,75,-9
39013,-70,-12,23,-83,-103,-50
39014,-18,9,-9,-21,-2,15
39015,40,-23,-12,73,59,-22
39016,75,-27,-139,46,-1,32
39017,-5,85,39,5,65,36
39018,5,-21,0,10,0,-37
39019,43,47,-85,44,18,48
39020,20,15,-5,-25,-5,-46
39021,-70,-65,-45,-75,-25,15
39022,12,-25,-10,35,20,-5
39023,10,13,-6,4,16,63
39024,29,-1,11,34,16,59
39025,48,47,58,-62,-3,-63
39026,-11,-36,-4,-1,11,-59
39027,-10,-28,5,10,65,40
39028,40,12,60,48,60,20
39029,70,70,58,70,58,30
39030,-15,-10,50,45,85,40
39031,-86,-12,9,-12,9,1
